Batch_ID,Temperature_C,Pression_bar,Cycle_Time_min,Taux_Defauts_pct,anomaly_iso
1,121.94462294723874,2.151294391655028,36.29736585497547,6.465431647509294,False
2,117.77604927065448,2.464427178815696,39.12885804104461,8.356506160057542,False
3,123.32639870700002,2.3271686676531864,38.25572584291308,5.877001504221361,False
4,123.91575062081276,1.9619032490623287,39.6001835248729,7.647596745372592,False
6,116.96324352872682,2.529622432364776,42.50414156046647,12.279985811567126,False
7,121.39630524981858,2.16375379309066,35.94787956533148,5.60840278048785,False
8,120.0196479637349,2.289543006019014,36.15780551894925,7.612590041520787,False
9,120.9479164117367,2.309175767547829,37.566541339071705,7.611732135749328,False
10,118.35556382452192,1.99267542016708,39.310120745577166,9.198679229868183,False
11,123.72613372207476,2.302141589842703,37.74396008082377,6.763366117541906,False
12,123.41115499982972,1.921232969593075,38.49023355986302,8.174222895125839,False
13,121.20469516243978,2.074875178719721,37.48786106145096,6.163146290697469,False
14,124.49444774160092,2.4151445934988387,40.17516897300274,7.92420803264444,False
15,122.44927896098136,2.271351258061672,38.65953601975958,2.9532094286570185,False
16,118.33619336506196,2.139104438450695,38.70103792368415,3.84027934530732,False
17,122.14312743065577,2.289292204249038,40.20867006100863,5.790084544164256,False
18,118.0274639374301,2.1879815504489737,40.57857957317493,8.858865183394645,False
19,123.72319593405254,2.202515700470367,38.58222756411914,5.550143635794514,False
20,126.8257770261324,2.331363705344028,44.56498696443708,23.978344793147635,False
21,120.42692667300967,2.0545264518681736,38.23347078257099,5.604159047000893,False
22,118.88911841234778,2.2080672811109383,40.55941855380673,9.32349734532037,False
23,124.78987814988947,2.1375463610786696,40.37940164843089,10.931129889822245,False
24,120.52095860558671,1.8828793250799487,39.048026051700255,3.254284443576112,False
25,119.67218375129436,2.01590884875014,38.44229193638909,6.687817901865626,False
27,122.65015847521538,2.276944662917047,40.27722394696276,5.112573234478488,False
28,122.13287659952864,1.9352823397197223,38.53842316171749,2.909216591527092,False
29,122.27947109594756,1.891929124830318,38.01918277545948,5.9635287220604,False
30,122.33554510932444,2.1775672199778837,39.05099744517219,3.922683451563402,False
31,127.63910756269844,2.5122373066352965,47.46251979513216,22.75689878999396,False
32,119.7401134492077,2.1626483730391297,40.53360834436265,4.981924249493038,False
33,119.41204753987824,2.4613999106808038,38.65676156506361,9.35929965779964,False
34,118.47730454243158,2.270386154163732,38.8727428994933,3.391495861786927,False
35,122.90953620998404,2.294250091569179,38.20469266629674,6.732326635909856,False
36,124.49981410743476,1.9328558981390864,39.11776747229354,12.202890591502282,False
37,120.6467628812699,2.387504584349952,38.75097768817204,3.552093561531198,False
38,118.39551492141617,2.1330135925452787,38.42632079197313,7.271688105906678,False
40,123.01683764225658,2.0371660036027777,37.21406392634703,5.324513406238735,False
41,123.30408793073067,2.2354098695019826,39.33335454602375,7.522870435505699,False
42,122.6837782317461,2.2704005907875264,40.119014895461135,3.730987154897416,False
43,118.93691990740504,2.169193336684827,36.13846469905083,6.47886412943414,False
44,121.71970010150685,2.2809090386172315,40.73769821887381,6.36167793423882,False
45,121.36172600833626,2.1467205849614985,37.475915298765976,4.837117945152788,False
46,121.67793464985994,2.0701880493917444,38.28453498249654,3.4604704063452765,False
47,123.7014292116394,2.521096676558793,40.348382345980944,9.711554182267374,False
48,121.69314620120151,2.4097905732722884,39.04966713732304,6.755646306756047,False
49,123.10463204552288,2.0478270509903647,39.33053385008678,4.772060990987525,False
50,121.20949511541556,2.313688861118923,39.306255363562535,2.756556497641215,False
51,121.89627013593896,2.0514642290597696,38.85151796124508,3.672498664413342,False
