Mesure_ID,Vibration_mm_s,Courant_A,Cadence_u_h,Taux_Rebuts_pct,anomaly_lof
1,1.1882960800320648,12.443562193606736,315.052255766118,1.5828229151859976,False
2,2.33961453054102,10.712835626275334,297.94366202457667,1.0564220093200516,False
3,2.184170212398802,11.892496000770372,313.2534157677109,0.9634889022344586,False
4,2.069526285444787,11.827851679328209,321.8275763419506,0.705903927524901,False
5,2.2850038404173194,11.781834544669378,312.84605223238395,1.447317036504152,False
6,2.284096470777915,12.509296802223083,294.2518251624664,1.3383299875286316,False
7,2.0641645631176657,12.63472518917922,326.8098747449863,1.2372243977710706,False
8,1.9161093083049203,12.516653082813988,317.6160856042597,1.174028572030805,False
9,1.8623432724569648,12.338915358077562,305.45607352122283,0.6509030641205129,False
10,2.138910867888716,12.085637707656176,304.63309216372664,0.9617434271108938,False
11,2.461020353710185,9.848792995887692,311.3578731711088,1.180558464524633,False
12,1.9660419534657296,12.777892628938172,299.6962770956088,0.8844456818315372,False
13,2.4872375439525185,12.488354095106477,277.26952018975896,0.9084838720397236,False
14,2.123140316239296,11.01523872332876,317.75268168644845,0.91392882338005,False
15,4.374145990109099,19.642609114287907,316.74263133781,2.2587950358599573,False
17,2.5453838113520826,13.17124706522506,313.6814944251733,1.465919537832197,False
19,1.7367874927389368,12.321601806816368,285.83014799604985,1.2801064148863652,False
20,2.723420225711576,12.946772317500743,303.7540480548579,1.3893588934690997,False
21,3.53598430629477,18.37401390358601,301.906300659721,4.261318290880643,False
22,1.9249279106813428,12.412003219595052,333.227002884305,0.7871069219423141,False
23,1.287448023573631,11.378886805796178,324.05609975066835,0.9990241781242766,False
24,2.1076759721027614,13.110296707621304,290.0669255092887,0.9298436692273916,False
25,1.642493193826129,10.390288885743328,310.81601489709493,1.3416803817852585,False
26,2.134723763420507,12.816737174150324,344.145426248718,1.14496535571113,False
27,1.6166835060315616,12.017708961848006,294.37996571460064,0.9654328103126,False
28,2.593240946472285,12.965387330726292,304.8103856777914,1.1727806816752495,False
29,2.1820194077493205,11.219455629608705,313.7296241592896,0.8722445600762059,False
30,2.75235761999736,12.089983578816296,294.62907265477264,1.2026443508087683,False
31,1.6624020696074708,12.060630089731278,334.97445244487665,1.4808744197655548,False
32,2.511229150753632,12.433883560050456,296.96463889518014,1.2333532578897104,False
34,2.068664907236517,12.636215088084354,296.0753053384231,0.9249203433821036,False
35,1.7915643704191562,10.154105871927642,316.10134146516486,1.225161157886452,False
36,2.889141718273411,16.561894896806663,291.43103986217767,3.732534742488792,False
37,1.8295561820900863,10.4372699928608,310.13738961074074,1.2939479935392963,False
38,1.6981436588340617,12.828219399685626,314.5633574824083,1.2074023963980995,False
39,1.5843028588052714,12.400130777509036,284.4481212846459,1.404155228836926,False
40,1.853999153712615,12.456038646898737,295.4170623008982,1.2240555957142714,False
41,2.0382893711046672,13.47318939624856,310.9325046121472,0.8826545890995375,False
42,2.384019137686586,11.684058330838198,316.94100672005976,1.3379747857133986,False
43,2.097465630884948,12.60958568141266,295.84067166395016,1.0852699143578886,False
44,2.384958266427148,12.066022347176474,307.58012927421646,1.03653566164027,False
45,1.512201632254157,11.913765445331393,300.1730837543221,1.386322848836978,False
46,1.8571200961161152,13.306625832078897,317.3734529036101,1.2969688030604427,False
47,2.2346316233150203,14.081879363402042,313.8300308458153,1.03741920630712,False
48,2.113252949411148,11.568533337136586,298.6507887416736,1.0378392792805309,False
49,1.7158122121624713,12.833719591519882,313.1335454703347,0.8726488129651135,False
50,2.308242734414748,12.31911691264681,297.9858276795241,0.797962996090724,False
51,1.824679849955681,12.331112422450442,312.77515322406015,1.0705953766989635,False
52,1.743470024740072,12.247177729033488,313.012007270858,1.2992116259177622,False
53,2.1606927609639466,11.666922008538842,345.30779098566467,1.0013566024428986,False
55,1.8274389294405584,13.534809324598488,302.5984357216206,1.0774471419386586,False
56,1.8162333866684557,11.3052674123276,293.9970627933339,1.0807356392440104,False
57,1.6469670560637897,11.758442855049392,287.4419971375837,1.1194536587852155,False
58,1.8694030788005749,11.779707099981913,297.24017160892885,1.306892959372134,False
59,2.363003113710854,11.216196606746625,316.306711818761,0.9899160674888058,False
60,2.080701652786094,12.240240141995622,317.53684603293823,1.078245875727575,False
61,2.316336046656524,11.955687564577914,310.0265573596846,1.0525680759795708,False
62,2.170302617432652,11.28346402117046,299.9719970309916,1.0056682408644,False
63,1.7979587516992996,12.149302016651356,296.6126252391762,1.132339681824908,False
64,1.4557833793211996,11.966953307041637,289.4138813221456,1.260961814581878,False
65,1.6941380596477476,12.927838571288104,295.5329107836289,1.3683362061955524,False
66,1.7784921823378186,10.659617212318269,282.9828229947513,1.128265902197014,False
67,1.7529676528037523,11.194610679108218,328.08359130188626,1.248836636944466,False
68,2.323736575863708,12.725297610837403,336.23157526747474,1.199530359054548,False
69,2.3202941940604016,11.360257056551776,272.09033319050127,1.4443565899061497,False
70,2.729920281291293,11.096597737454916,309.9174818434604,1.3698488488144165,False
71,1.7479720135065129,11.409709058991387,309.6357632410525,1.079466946991594,False
72,2.527157941001257,11.899021283310615,308.54974942303227,1.421302924306922,False
73,2.525118177869163,11.902821063932958,294.9233465393789,1.2077638740799272,False
74,1.9233529598471748,11.790041563897669,322.38273729884673,1.2033206935825067,False
75,2.1562732809902774,10.97143485155135,311.9781141268355,1.58272411088527,False
76,2.4094419722165994,12.773158927253531,322.58006981738515,1.0081479591998406,False
77,1.9805548745214536,13.326219762257676,292.4622963499823,1.4065685232786962,False
78,1.954990713519168,10.08957131361327,281.4858923208152,1.0028146925770018,False
79,1.7929786510312409,10.446459382576474,312.39339400289435,1.3941075923380342,False
80,1.2211872888412003,13.002856974774987,288.6299566610897,1.6132696992639135,False
81,2.023255633441198,13.56979634062574,322.92819329917586,1.2204008430448885,False
82,1.7657431219403692,9.870821028295264,268.8474376555938,1.1038306672170877,False
83,1.6451349542064468,12.815436501278834,297.0348217866627,1.1279754505855235,False
84,2.139323244547624,13.63787988644878,294.5293285898979,0.967633283203878,False
85,1.5210669605290377,11.13758773416719,299.3495970888532,1.24346885920337,False
86,2.266006364122604,13.57966782689321,309.4386842233745,1.1070885299145066,False
87,2.159587774035972,11.822005719119996,311.7360075120237,1.1539939703479067,False
88,1.867936240139907,12.31463709057312,315.87553923934985,0.8286822984268043,False
89,1.9791076165613284,11.28076668545291,317.8347681929237,1.1047996488102734,False
91,2.247611739110574,12.834452117615466,340.8479741490098,1.326822882410806,False
92,2.0618301995469177,13.724709355729823,328.5805356772688,1.1069705988984615,False
93,2.0864104850145497,13.440607369110223,299.69620033375685,1.6171130190356755,False
94,2.165623825292133,11.990849955782764,302.67314723358635,1.001536714948596,False
96,1.4987107692760917,13.3507926484737,311.1760764356298,0.9656973541666272,False
97,2.3159150637211683,12.540516035045655,288.4770568875716,1.0811503807194338,False
98,2.2272770764920944,11.002845602346389,291.5778631642928,1.4895888449626482,False
99,1.823331594920592,10.469967270772363,268.1547738279556,1.046255033275142,False
