Batch_ID,Temperature_C,Pression_bar,Cycle_Time_min,Taux_Defauts_pct
1,121.94462294723874,2.151294391655028,36.29736585497547,6.465431647509294
2,117.77604927065447,2.4644271788156957,39.12885804104461,8.356506160057542
3,123.32639870700002,2.3271686676531864,38.25572584291308,5.877001504221361
4,123.91575062081276,1.9619032490623292,39.600183524872904,7.647596745372592
5,125.38503189159763,2.2323049304307694,54.35789475901104,36.70643275158778
6,116.96324352872682,2.5296224323647762,42.504141560466465,12.279985811567126
7,121.39630524981858,2.16375379309066,35.94787956533148,5.60840278048785
8,120.0196479637349,2.289543006019014,36.15780551894925,7.6125900415207886
9,120.9479164117367,2.309175767547829,37.566541339071705,7.611732135749328
10,118.35556382452191,1.99267542016708,39.310120745577166,9.198679229868185
11,123.72613372207476,2.302141589842703,37.74396008082377,6.763366117541906
12,123.41115499982973,1.921232969593075,38.49023355986302,8.174222895125839
13,121.20469516243978,2.074875178719721,37.48786106145096,6.163146290697469
14,124.49444774160091,2.4151445934988387,40.17516897300274,7.92420803264444
15,122.44927896098135,2.2713512580616717,38.65953601975958,2.9532094286570185
16,118.33619336506196,2.139104438450695,38.70103792368415,3.84027934530732
17,122.14312743065575,2.289292204249038,40.20867006100863,5.790084544164256
18,118.0274639374301,2.1879815504489737,40.57857957317493,8.858865183394645
19,123.72319593405254,2.202515700470367,38.582227564119144,5.550143635794514
20,126.82577702613241,2.3313637053440277,44.564986964437075,23.978344793147635
21,120.42692667300969,2.0545264518681736,38.23347078257099,5.604159047000893
22,118.88911841234778,2.2080672811109383,40.55941855380673,9.32349734532037
23,124.78987814988949,2.1375463610786696,40.37940164843089,10.931129889822245
24,120.52095860558671,1.8828793250799492,39.048026051700255,3.254284443576112
25,119.67218375129437,2.01590884875014,38.44229193638909,6.687817901865626
26,129.71113108432363,2.5136412894127664,48.933229511820755,21.226077339553804
27,122.65015847521538,2.276944662917047,40.277223946962756,5.1125732344784875
28,122.13287659952864,1.9352823397197223,38.53842316171749,2.9092165915270916
29,122.27947109594757,1.891929124830318,38.01918277545948,5.9635287220604
30,122.33554510932444,2.1775672199778833,39.05099744517219,3.922683451563402
31,127.63910756269843,2.5122373066352965,47.46251979513216,22.756898789993958
32,119.7401134492077,2.1626483730391297,40.53360834436265,4.981924249493038
33,119.41204753987823,2.4613999106808033,38.65676156506361,9.35929965779964
34,118.47730454243158,2.270386154163732,38.8727428994933,3.391495861786927
35,122.90953620998404,2.294250091569179,38.204692666296744,6.732326635909856
36,124.49981410743476,1.9328558981390862,39.11776747229354,12.202890591502282
37,120.6467628812699,2.387504584349952,38.75097768817204,3.552093561531198
38,118.39551492141617,2.1330135925452787,38.42632079197313,7.271688105906678
39,126.64352360452664,2.3726184907221817,51.260213389638764,24.282899127164214
40,123.01683764225658,2.0371660036027777,37.21406392634703,5.324513406238735
41,123.30408793073067,2.2354098695019826,39.33335454602375,7.522870435505699
42,122.6837782317461,2.2704005907875264,40.119014895461135,3.7309871548974156
43,118.93691990740504,2.169193336684827,36.13846469905083,6.47886412943414
44,121.71970010150683,2.2809090386172315,40.73769821887381,6.36167793423882
45,121.36172600833626,2.1467205849614985,37.475915298765976,4.837117945152788
46,121.67793464985994,2.0701880493917444,38.28453498249654,3.4604704063452765
47,123.7014292116394,2.521096676558793,40.348382345980944,9.711554182267374
48,121.69314620120151,2.4097905732722884,39.049667137323034,6.755646306756047
49,123.10463204552288,2.0478270509903647,39.33053385008678,4.772060990987525
50,121.20949511541556,2.313688861118923,39.306255363562535,2.756556497641215
51,121.89627013593895,2.0514642290597696,38.85151796124508,3.672498664413342
52,122.95699350009947,1.9630630712675354,41.131706665116944,7.576457260226762
53,116.48281695844743,2.4067618882797954,43.16811318450681,12.865318428840382
54,120.00901922929236,1.859180074870519,40.77007561118872,7.044872164416163
55,119.54184477169234,2.3853711827153083,39.63917015967396,5.3244904201481695
56,119.01947867044564,2.1494555374853883,36.51546707860161,4.815867606636722
57,120.14705902119728,2.1576906793838946,41.5544853108348,7.200436237649878
58,125.63431806482663,2.281950243924658,41.978271522694875,11.66536419853524
59,118.31592354135094,2.3162397623988507,41.52914583565455,8.075934558678485
60,124.0016628992336,2.0347313646342187,40.01702711139506,5.408635861903187
61,115.783103707991,2.343545121750013,45.366938857630345,13.642962616338707
62,119.9618564070441,2.222674107605045,37.342080682185454,7.495062751647264
63,121.50453450182552,1.9487890414263926,38.86947001999357,3.928172595563584
64,122.81728922721376,2.1660251032840523,38.39741112076365,7.903446308129368
65,123.20480239735785,2.476255803111785,41.12215783957374,2.4724663412306587
66,123.45937642911977,2.5353189596491394,39.9009457500663,6.254142193716417
67,119.91895227602984,2.3434696915217357,39.47383155362227,5.283458636356919
68,119.56670944273984,1.961931302366326,35.63865086782186,9.229839213886475
